Mach,CD
3.36,0.353637935
3.37,0.353209107
3.38,0.352781645
3.39,0.352355578
3.4,0.351930877
3.41,0.351507542
3.42,0.351085542
3.43,0.350664918
3.44,0.350245661
3.45,0.349827727
3.46,0.349411151
3.47,0.348995928
3.48,0.348582039
3.49,0.348169475
3.5,0.347758255
3.51,0.347348367
3.52,0.346939783
3.53,0.346532529
3.54,0.346126606
3.55,0.345721994
3.56,0.345318672
3.57,0.344916678
3.58,0.344515982
3.59,0.344116583
3.6,0.343718458
3.61,0.343321651
3.62,0.342926125
3.63,0.342531861
3.64,0.3421389
3.65,0.341747207
3.66,0.341356783
3.67,0.340967619
3.68,0.340579728
3.69,0.340193092
3.7,0.339807698
3.71,0.339423566
3.72,0.339040685
3.73,0.33865905
3.74,0.338278634
3.75,0.337899462
3.76,0.33752152
3.77,0.337144792
3.78,0.336769292
3.79,0.336395021
3.8,0.336021946
3.81,0.335650083
3.82,0.335279441
3.83,0.334909981
3.84,0.334541706
3.85,0.334174647
3.86,0.333808763
3.87,0.333444058
3.88,0.333080532
3.89,0.332718173
3.9,0.332356998
3.91,0.331996965
3.92,0.331638113
3.93,0.331280417
3.94,0.330923866
3.95,0.330568455
3.96,0.330214191
3.97,0.329861075
3.98,0.329509067
3.99,0.329158212
4,0.328808464
4.01,0.328474945
4.02,0.328142512
4.03,0.327811199
4.04,0.327480995
4.05,0.327151864
4.06,0.326823835
4.07,0.326496891
4.08,0.326171043
4.09,0.325846252
4.1,0.325522558
4.11,0.325199925
4.12,0.32487836
4.13,0.324557841
4.14,0.324238401
4.15,0.32392
4.16,0.323602651
4.17,0.323286341
4.18,0.322971086
4.19,0.322656853
4.2,0.322343646
4.21,0.322031474
4.22,0.321720322
4.23,0.321410175
4.24,0.321101061
4.25,0.320792944
4.26,0.320485832
4.27,0.320179719
4.28,0.319874602
4.29,0.319570478
4.3,0.319267331
4.31,0.318965167
4.32,0.318663994
4.33,0.318363787
4.34,0.318064532
4.35,0.317766255
4.36,0.317468941
4.37,0.317172568
4.38,0.316877149
4.39,0.316582672
4.4,0.31628914
4.41,0.315996545
4.42,0.315704877
4.43,0.315414134
4.44,0.315124312
4.45,0.314835406
4.46,0.314547423
4.47,0.314260338
4.48,0.313974158
4.49,0.313688888
4.5,0.313404501
4.51,0.313120998
4.52,0.312838391
4.53,0.312556666
4.54,0.312275813
4.55,0.311995823
4.56,0.311716714
4.57,0.311438461
4.58,0.311161059
4.59,0.310884505
4.6,0.310608816
4.61,0.310333965
4.62,0.310059938
4.63,0.309786753
4.64,0.309514414
4.65,0.309242878
4.66,0.308972169
4.67,0.308702283
4.68,0.308433206
4.69,0.308164915
4.7,0.307897446
4.71,0.307630771
4.72,0.30736489
4.73,0.307099775
4.74,0.306835475
4.75,0.306571933
4.76,0.306309156
4.77,0.306047171
4.78,0.305785941
4.79,0.305525464
4.8,0.305265743
4.81,0.305006777
4.82,0.304748569
4.83,0.304491077
4.84,0.304234334
4.85,0.303978318
4.86,0.303723033
4.87,0.303468466
4.88,0.303214622
4.89,0.302961496
4.9,0.302709065
4.91,0.302457346
4.92,0.302206329
4.93,0.301956006
4.94,0.301706359
4.95,0.301457416
4.96,0.301209141
4.97,0.300961541
4.98,0.300714619
4.99,0.300468362
5,0.300222768
