Mach,CD
1.01,0.488681779
1.02,0.499927315
1.03,0.511172851
1.04,0.522418387
1.05,0.533663924
1.06,0.53233841
1.07,0.531028707
1.08,0.529734376
1.09,0.528454966
1.1,0.527190096
1.11,0.525939323
1.12,0.524702322
1.13,0.52347873
1.14,0.522268162
1.15,0.521080172
1.16,0.519668019
1.17,0.518266567
1.18,0.516883502
1.19,0.51551784
1.2,0.514168959
1.21,0.512836288
1.22,0.511519353
1.23,0.510217747
1.24,0.50893109
1.25,0.507659057
1.26,0.506401341
1.27,0.505157601
1.28,0.503927636
1.29,0.502711142
1.3,0.501507883
1.31,0.500317623
1.32,0.499140139
1.33,0.497975209
1.34,0.496822633
1.35,0.49568223
1.36,0.494553779
1.37,0.493436911
1.38,0.492330999
1.39,0.4912359
1.4,0.490151443
1.41,0.489077536
1.42,0.488013992
1.43,0.486960728
1.44,0.485917596
1.45,0.484884471
1.46,0.483861252
1.47,0.482847813
1.48,0.481844039
1.49,0.480849806
1.5,0.479865034
1.51,0.478889602
1.52,0.477923417
1.53,0.476966358
1.54,0.476018359
1.55,0.475079299
1.56,0.474149094
1.57,0.47322764
1.58,0.47231487
1.59,0.4714107
1.6,0.470515023
1.61,0.46962778
1.62,0.468748858
1.63,0.46787823
1.64,0.467015761
1.65,0.46616144
1.66,0.465315123
1.67,0.464476788
1.68,0.463646368
1.69,0.462823757
1.7,0.46200893
1.71,0.461201808
1.72,0.460402331
1.73,0.459610422
1.74,0.458826047
1.75,0.458049133
1.76,0.45727963
1.77,0.456517491
1.78,0.455762638
1.79,0.455015064
1.8,0.45427466
1.81,0.453541437
1.82,0.452815294
1.83,0.452096238
1.84,0.451384186
1.85,0.450679101
1.86,0.449980976
1.87,0.449289727
1.88,0.448605344
1.89,0.447927766
1.9,0.447256999
1.91,0.446592946
1.92,0.445935607
1.93,0.445284981
1.94,0.444640971
1.95,0.443675386
1.96,0.442651515
1.97,0.441631628
1.98,0.440615622
1.99,0.439603419
2,0.438594977
2.01,0.437702938
2.02,0.436809623
2.03,0.43592195
2.04,0.435039875
2.05,0.434163251
2.06,0.433292053
2.07,0.432426191
2.08,0.431565557
2.09,0.430710102
2.1,0.429859746
2.11,0.429014415
2.12,0.428174026
2.13,0.427338547
2.14,0.426507871
2.15,0.425681956
2.16,0.424860745
2.17,0.424044154
2.18,0.42323213
2.19,0.422424635
2.2,0.421621592
2.21,0.42082294
2.22,0.420028632
2.23,0.419238628
2.24,0.418452861
2.25,0.417671291
2.26,0.416893859
2.27,0.416120521
2.28,0.415351234
2.29,0.414585959
2.3,0.41382462
2.31,0.413067201
2.32,0.412313669
2.33,0.411563957
2.34,0.41081805
2.35,0.410075876
2.36,0.409337416
2.37,0.408602642
2.38,0.407871497
2.39,0.407143961
2.4,0.406419985
2.41,0.405699555
2.42,0.404982618
2.43,0.404269165
2.44,0.403559123
2.45,0.402852485
2.46,0.402149238
2.47,0.401449325
2.48,0.400752746
2.49,0.400059422
2.5,0.39936937
2.51,0.398682548
2.52,0.397998939
2.53,0.39731849
2.54,0.396641213
2.55,0.395967051
2.56,0.395295981
2.57,0.394628008
2.58,0.393963076
2.59,0.393301181
2.6,0.392642289
2.61,0.391986368
2.62,0.391333443
2.63,0.390683432
2.64,0.390036361
2.65,0.389392178
2.66,0.388750892
2.67,0.38811245
2.68,0.387476842
2.69,0.386844072
2.7,0.386214103
2.71,0.385586914
2.72,0.384962483
2.73,0.38434081
2.74,0.383721863
2.75,0.383105631
2.76,0.382492088
2.77,0.381881223
2.78,0.381273034
2.79,0.380667464
2.8,0.380064561
2.81,0.379464248
2.82,0.378866535
2.83,0.378271403
2.84,0.377678843
2.85,0.377088839
2.86,0.376501371
2.87,0.375916428
2.88,0.375333984
2.89,0.374754051
2.9,0.37417659
2.91,0.373601605
2.92,0.373029076
2.93,0.372458976
2.94,0.371891309
2.95,0.371326054
2.96,0.370763206
2.97,0.370202736
2.98,0.369644659
2.99,0.369088935
3,0.368535569
3.01,0.368058738
3.02,0.367583375
3.03,0.367109492
3.04,0.366637081
3.05,0.366166146
3.06,0.365696665
3.07,0.365228655
3.08,0.364762095
3.09,0.364297008
3.1,0.363833356
3.11,0.363371171
3.12,0.362910425
3.13,0.36245112
3.14,0.361993259
3.15,0.361536842
3.16,0.361081848
3.17,0.360628293
3.18,0.360176167
3.19,0.359725472
3.2,0.359276197
3.21,0.358828338
3.22,0.358381901
3.23,0.357936879
3.24,0.357493255
3.25,0.357051037
3.26,0.356610248
3.27,0.356170851
3.28,0.355732841
3.29,0.355296224
3.3,0.354861009
3.31,0.354427176
3.32,0.353994736
3.33,0.353563669
3.34,0.353133988
3.35,0.352705661
3.36,0.352278738
3.37,0.351853161
3.38,0.35142894
3.39,0.351006104
3.4,0.350584623
3.41,0.350164499
3.42,0.3497457
3.43,0.349328267
3.44,0.348912191
3.45,0.348497428
3.46,0.348084013
3.47,0.347671941
3.48,0.347261193
3.49,0.34685176
3.5,0.346443661
3.51,0.346036885
3.52,0.345631403
3.53,0.345227241
3.54,0.3448244
3.55,0.34442286
3.56,0.344022601
3.57,0.343623659
3.58,0.343226007
3.59,0.34282964
3.6,0.34243454
3.61,0.342040746
3.62,0.341648225
3.63,0.341256956
3.64,0.340866981
3.65,0.340478263
3.66,0.340090806
3.67,0.339704598
3.68,0.339319655
3.69,0.338935957
3.7,0.338553492
3.71,0.338172278
3.72,0.337792308
3.73,0.337413572
3.74,0.337036048
3.75,0.336659757
3.76,0.336284688
3.77,0.335910823
3.78,0.335538178
3.79,0.33516675
3.8,0.334796511
3.81,0.334427475
3.82,0.33405965
3.83,0.333692998
3.84,0.333327522
3.85,0.332963254
3.86,0.332600151
3.87,0.332238218
3.88,0.331877455
3.89,0.33151785
3.9,0.331159421
3.91,0.330802124
3.92,0.330445999
3.93,0.330091022
3.94,0.32973718
3.95,0.329384471
3.96,0.329032899
3.97,0.328682467
3.98,0.328333134
3.99,0.327984945
4,0.327637854
4.01,0.327306984
4.02,0.326977191
4.03,0.326648509
4.04,0.326320929
4.05,0.325994413
4.06,0.32566899
4.07,0.325344643
4.08,0.325021385
4.09,0.324699174
4.1,0.324378052
4.11,0.324057983
4.12,0.323738974
4.13,0.323421003
4.14,0.323104102
4.15,0.322788232
4.16,0.322473405
4.17,0.32215961
4.18,0.321846861
4.19,0.321535126
4.2,0.321224409
4.21,0.320914718
4.22,0.32060604
4.23,0.320298359
4.24,0.319991703
4.25,0.319686036
4.26,0.319381365
4.27,0.319077687
4.28,0.318774995
4.29,0.318473289
4.3,0.318172552
4.31,0.31787279
4.32,0.317574012
4.33,0.317276192
4.34,0.316979316
4.35,0.316683411
4.36,0.31638846
4.37,0.316094443
4.38,0.315801372
4.39,0.315509236
4.4,0.315218037
4.41,0.314927768
4.42,0.314638417
4.43,0.314349985
4.44,0.314062466
4.45,0.313775856
4.46,0.313490161
4.47,0.313205357
4.48,0.312921449
4.49,0.312638445
4.5,0.312356317
4.51,0.312075065
4.52,0.311794703
4.53,0.311515215
4.54,0.311236591
4.55,0.310958824
4.56,0.310681929
4.57,0.310405884
4.58,0.310130683
4.59,0.309856323
4.6,0.309582821
4.61,0.30931015
4.62,0.309038296
4.63,0.308767276
4.64,0.308497096
4.65,0.308227712
4.66,0.307959147
4.67,0.307691399
4.68,0.307424454
4.69,0.307158287
4.7,0.306892935
4.71,0.306628371
4.72,0.306364594
4.73,0.306101576
4.74,0.305839366
4.75,0.305577908
4.76,0.305317208
4.77,0.305057293
4.78,0.304798128
4.79,0.304539707
4.8,0.304282037
4.81,0.304025115
4.82,0.303768944
4.83,0.303513484
4.84,0.303258765
4.85,0.303004767
4.86,0.302751494
4.87,0.302498932
4.88,0.302247087
4.89,0.301995953
4.9,0.301745509
4.91,0.301495769
4.92,0.301246726
4.93,0.30099837
4.94,0.300750684
4.95,0.300503696
4.96,0.300257369
4.97,0.300011712
4.98,0.299766727
4.99,0.2995224
5,0.29927873
5.01,0.29903571
5.02,0.298793336
5.03,0.298551615
5.04,0.298310522
5.05,0.298070052
5.06,0.297830232
5.07,0.297591027
5.08,0.297352422
5.09,0.297114463
5.1,0.296877096
